Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing%,Miss%,Contact%,Strike%,InPlay%,Foul%,InZone%,Chase%,CallStrk%,SwStrk%,P/PA,MxPPA,CompLoc%,NonCompLoc%
1776,1187047680,J. Tandy,Jake Tandy,Tandy,Jake,1B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,52,210,729,47.9%,18.9%,81.1%,64.6%,44.1%,37.0%,49.2%,23.2%,31.5%,9.1%,3.47,10,78.3%,21.7%
1776,1281476864,A. Redahan,Aidan Redahan,Redahan,Aidan,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,48,234,815,36.3%,5.7%,94.3%,58.6%,65.5%,28.7%,49.2%,13.1%,26.8%,2.1%,3.48,134,72.1%,27.9%
1778,1876394548,N. Werk,Nicholas Werk,Werk,Nicholas,LF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,47,167,636,36.6%,33.9%,66.1%,60.5%,37.8%,28.3%,49.2%,19.7%,37.2%,12.4%,3.81,8,76.2%,23.8%
1779,1702076794,P. Whitehead,Payton Whitehead,Whitehead,Payton,3B,University of Maine,ME,730275840,Maine,BBC,R,R,44,183,689,49.3%,28.2%,71.8%,64.0%,35.6%,36.2%,49.2%,23.3%,28.8%,13.9%,3.77,10,76.4%,23.6%
1780,1165732096,S. Parks,Sam Parks,Parks,Sam,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,52,259,1024,30.8%,7.6%,92.4%,54.4%,54.3%,38.1%,49.2%,11.6%,34.0%,2.3%,3.95,12,76.4%,23.6%
1781,1281944576,J. Green,Jackson Green,Green,Jackson,LF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,52,208,772,40.7%,26.8%,73.2%,57.6%,38.2%,35.0%,49.2%,16.5%,27.8%,10.9%,3.71,9,74.7%,25.3%
1782,1216102144,R. Gump,Rocco Gump,Gump,Rocco,3B,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,R,56,266,954,41.5%,19.4%,80.6%,56.5%,45.7%,34.8%,49.2%,14.0%,23.9%,8.1%,3.59,9,76.1%,23.9%
1783,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,50,197,746,40.8%,28.3%,71.7%,59.1%,41.4%,30.3%,49.2%,21.1%,31.0%,11.5%,3.79,10,75.0%,25.0%
1784,1123497984,J. Holder,Jaxon Holder,Holder,Jaxon,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,51,203,739,39.6%,17.1%,82.9%,58.0%,48.5%,34.5%,49.2%,16.8%,30.2%,6.8%,3.64,8,79.9%,20.1%
1785,1093956096,C. Parker,Caden Parker,Parker,Caden,RF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,43,182,683,40.1%,24.8%,75.2%,56.9%,40.1%,35.0%,49.3%,15.2%,27.8%,10.0%,3.75,8,76.6%,23.4%
1786,1912014554,P. Riebock,Pearson Riebock,Riebock,Pearson,3B,Baylor University,BAY,3033,Baylor,BBC,L,R,49,220,886,42.2%,27.0%,73.0%,60.7%,36.4%,36.6%,49.3%,20.0%,32.0%,11.4%,4.03,9,83.2%,16.8%
1787,1275164416,M. Cummins,Mitchell Cummins,Cummins,Mitchell,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,50,185,721,36.8%,27.5%,72.5%,58.6%,38.1%,34.3%,49.3%,16.6%,34.3%,10.1%,3.90,9,72.2%,27.8%
1788,1132720384,D. Hamilton,Davis Hamilton,Hamilton,Davis,3B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,54,245,868,40.9%,11.8%,88.2%,61.3%,49.9%,38.3%,49.3%,18.9%,34.5%,4.8%,3.54,10,79.9%,20.1%
1789,1309472512,T. Sallie,Ty Sallie,Sallie,Ty,CF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,239,939,43.0%,28.0%,72.0%,58.6%,36.1%,35.9%,49.3%,17.5%,27.3%,12.0%,3.93,10,73.3%,26.7%
1790,1185347328,E. Apodaca,Enzo Apodaca,Apodaca,Enzo,RF,Baylor University,BAY,3033,Baylor,BBC,L,L,55,266,1021,43.1%,13.4%,86.6%,61.0%,45.5%,41.1%,49.3%,22.0%,31.5%,5.8%,3.84,10,82.0%,18.0%
1791,1448402806,C. Sheridan,Caden Sheridan,Sheridan,Caden,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,52,239,880,42.0%,18.6%,81.4%,58.8%,45.7%,35.7%,49.3%,16.2%,28.7%,7.8%,3.68,9,79.1%,20.9%
1792,1239374080,Z. Kent,Zack Kent,Kent,Zack,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,50,205,743,41.9%,18.0%,82.0%,59.8%,48.2%,33.8%,49.3%,20.2%,30.8%,7.5%,3.62,9,76.8%,23.2%
1793,1162011904,C. Ostrander,Connor Ostrander,Ostrander,Connor,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,50,198,824,41.3%,25.0%,75.0%,59.7%,36.8%,38.2%,49.3%,18.7%,31.4%,10.3%,4.16,10,79.2%,20.8%
1794,1700198774,K. Perez,Kenneth Perez,Perez,Kenneth,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,201,674,52.7%,22.3%,77.7%,64.7%,40.3%,37.5%,49.3%,29.5%,22.7%,11.7%,3.35,10,75.0%,25.0%
1795,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,42,153,548,40.5%,16.7%,83.3%,58.4%,45.9%,37.4%,49.3%,19.5%,28.0%,6.8%,3.58,9,79.6%,20.4%
1796,1657988572,L. Lowe,Logan Lowe,Lowe,Logan,SS,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,50,226,864,37.8%,21.4%,78.6%,62.3%,47.7%,30.9%,49.3%,18.0%,39.3%,8.1%,3.82,8,75.2%,24.8%
1797,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,229,849,45.0%,21.7%,78.3%,64.2%,41.1%,37.2%,49.4%,25.1%,34.4%,9.8%,3.71,9,79.3%,20.7%
1798,1176027648,A. Raygoza,Armani Raygoza,Raygoza,Armani,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,53,247,935,48.1%,24.2%,75.8%,61.9%,38.0%,37.8%,49.4%,28.0%,26.6%,11.7%,3.79,11,76.0%,24.0%
1799,1911454103,S. Edwards,Savoi Edwards,Edwards,Savoi,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,49,182,674,49.9%,33.0%,67.0%,64.0%,35.1%,31.8%,49.4%,26.6%,28.2%,16.5%,3.70,10,76.1%,23.9%
1800,1124296704,K. Dupont,Kade Dupont,Dupont,Kade,2B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,46,167,506,52.0%,19.0%,81.0%,68.2%,47.5%,33.5%,49.4%,32.9%,32.9%,9.9%,3.03,10,80.7%,19.3%
1801,1316043776,M. Matthews,Mateo Matthews,Matthews,Mateo,1B,Wagner College,WAG,730192640,Wagner,BBC,L,R,44,168,548,44.0%,19.5%,80.5%,58.0%,44.0%,36.5%,49.4%,22.1%,23.1%,8.6%,3.26,11,77.6%,22.4%
1802,1238221312,M. Bernal,Max Bernal,Bernal,Max,1B,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,L,43,154,517,54.7%,19.1%,80.9%,65.0%,42.4%,38.5%,49.4%,30.0%,22.6%,10.4%,3.36,10,81.4%,18.6%
1803,1239761408,T. Kole,Trevor Kole,Kole,Trevor,3B,University of Washington,WASH,3110,Washington,BBC,R,R,55,219,865,47.2%,28.9%,71.1%,66.7%,34.8%,36.3%,49.4%,29.4%,36.8%,13.6%,3.95,11,80.0%,20.0%
1804,1138260992,L. Alvarez,Ledy Alvarez,Alvarez,Ledy,SS,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,215,691,42.0%,15.5%,84.5%,58.0%,54.5%,30.0%,49.4%,22.8%,26.2%,6.5%,3.21,8,75.7%,24.3%
1805,1199283200,A. Rivas,Alexander Rivas,Rivas,Andrew,1B,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,52,215,847,39.0%,20.6%,79.4%,64.4%,45.2%,34.2%,49.4%,26.3%,33.6%,8.0%,3.94,9,80.9%,19.1%
1806,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,52,223,843,36.9%,25.4%,74.6%,62.2%,42.1%,32.5%,49.4%,19.5%,34.4%,9.4%,3.78,10,75.3%,24.7%
1807,1096596224,Z. Skinner,Zak Skinner,Skinner,Zak,3B,Lamar University,LAM,730162432,Lamar,BBC,R,R,57,263,999,44.6%,15.5%,84.5%,60.5%,43.0%,41.5%,49.4%,20.2%,28.3%,6.9%,3.80,9,79.3%,20.7%
1808,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,43,184,649,36.4%,12.7%,87.3%,55.5%,53.8%,33.5%,49.5%,16.2%,29.4%,4.6%,3.53,9,75.3%,24.7%
1809,1092686080,H. Keen,Hunter Keen,Keen,Hunter,SS,Radford University,RAD,730267392,Radford,BBC,R,R,55,265,959,44.1%,14.7%,85.3%,64.5%,50.8%,34.5%,49.5%,24.6%,36.3%,6.5%,3.62,10,76.9%,23.1%
1810,1718723646,D. Orr,Danny Orr,Orr,Danny,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,40,169,542,50.4%,20.1%,79.9%,66.7%,43.6%,36.3%,49.5%,30.9%,31.7%,10.1%,3.21,9,77.8%,22.2%
1811,1465368002,B. Johnson,Blaize Johnson,Johnson,Blaize,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,41,159,595,46.7%,20.5%,79.5%,62.5%,40.6%,38.8%,49.5%,26.0%,29.7%,9.6%,3.74,11,78.4%,21.6%
1812,1330702592,C. Capece,Connor Capece,Capece,Connor,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,50,201,754,45.1%,20.9%,79.1%,62.8%,41.8%,37.4%,49.5%,22.7%,32.2%,9.4%,3.75,10,78.2%,21.8%
1813,1273293056,C. Moore,Connor Moore,Moore,Connor,LF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,55,246,915,50.1%,24.0%,76.0%,64.2%,39.7%,36.2%,49.5%,26.8%,27.6%,12.0%,3.72,10,79.5%,20.5%
1814,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,51,198,679,42.3%,22.3%,77.7%,61.1%,44.6%,33.1%,49.5%,21.0%,31.0%,9.4%,3.43,10,79.5%,20.5%
1815,1131573504,T. Rollauer,Thomas Rollauer,Rollauer,Thomas,RF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,231,837,40.5%,15.3%,84.7%,60.6%,45.1%,39.5%,49.5%,20.8%,33.7%,6.2%,3.62,9,80.6%,19.4%
1816,1207487744,E. Sitzman,Ethan Sitzman,Sitzman,Ethan,2B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,58,263,947,38.2%,10.8%,89.2%,56.2%,51.9%,37.3%,49.5%,14.6%,28.4%,4.1%,3.60,9,75.6%,24.4%
1817,1243350016,J. Rickheim,Jack Rickheim,Rickheim,Jack,SS,Harvard University,HARV,5450,Harvard,BBC,R,R,42,184,690,45.7%,23.5%,76.5%,63.8%,41.6%,34.9%,49.5%,29.9%,33.2%,10.7%,3.75,11,79.3%,20.7%
1818,1477116653,D. Aponte,Diego Aponte,Aponte,Diego,1B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,L,45,194,466,50.2%,9.8%,90.2%,64.0%,65.0%,25.2%,49.5%,24.3%,25.0%,4.9%,2.40,8,83.0%,17.0%
1819,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,39,168,546,53.3%,26.5%,73.5%,64.5%,41.9%,31.6%,49.5%,29.6%,23.9%,14.1%,3.25,8,78.7%,21.3%
1820,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,53,223,773,44.5%,23.0%,77.0%,64.3%,48.3%,28.8%,49.5%,22.4%,35.7%,10.2%,3.47,7,79.8%,20.2%
1821,1204862208,M. Stellrecht,Mike Stellrecht,Stellrecht,Mike,SS,Binghamton University,BING,730155776,Binghamton,BBC,S,R,55,229,888,44.4%,24.9%,75.1%,61.6%,37.6%,37.6%,49.5%,19.9%,31.0%,11.0%,3.88,9,79.5%,20.5%
1822,1099849216,B. Loving,Bryant Loving,Loving,Bryant,3B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,45,159,545,54.7%,29.9%,70.1%,66.2%,34.6%,35.6%,49.6%,34.4%,25.5%,16.3%,3.43,10,79.8%,20.2%
1822,1172733844,A. Richter,Alex Richter,Richter,Alex,3B,Ball State University,BALL,730195456,Ball State,BBC,L,R,58,271,1044,40.5%,24.3%,75.7%,58.1%,36.6%,39.0%,49.6%,19.3%,29.4%,9.9%,3.85,11,77.1%,22.9%
1824,1310844160,D. Pacheco,D.J. Pacheco,Pacheco,D.J.,LF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,212,808,43.2%,21.2%,78.8%,64.1%,39.8%,39.0%,49.6%,21.0%,35.9%,9.2%,3.81,10,78.9%,21.1%
1825,1334287616,G. Roessler,Gabe Roessler,Roessler,Gabe,SS,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,59,288,1033,36.2%,11.0%,89.0%,58.3%,57.0%,32.1%,49.6%,15.3%,34.6%,4.0%,3.59,9,77.3%,22.7%
1826,1420638320,I. Anderson,Indy Anderson,Anderson,Indy,1B,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,49,217,686,40.1%,14.2%,85.8%,59.8%,54.2%,31.6%,49.6%,23.3%,31.6%,5.7%,3.16,8,80.1%,19.9%
1827,1105954873,K. Brown,Kordell Brown,Brown,Kordell,SS,University of the Pacific,PAC,730386944,Pacific,BBC,S,R,50,172,687,40.0%,22.9%,77.1%,58.1%,41.1%,36.0%,49.6%,18.2%,30.1%,9.2%,3.99,8,77.1%,22.9%
1828,1110083328,B. Ries,Benji Ries,Ries,Benji,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,182,650,34.6%,12.0%,88.0%,54.2%,49.3%,38.7%,49.7%,11.9%,28.7%,4.2%,3.57,10,72.4%,27.6%
1829,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,171,666,41.7%,12.9%,87.1%,63.7%,44.6%,42.4%,49.7%,26.3%,37.6%,5.4%,3.89,10,81.8%,18.2%
1830,1235358720,W. Hunt,Wyatt Hunt,Hunt,Wyatt,3B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,198,661,45.1%,21.5%,78.5%,64.9%,47.7%,30.9%,49.7%,25.7%,35.3%,9.7%,3.34,8,79.5%,20.5%
1831,1597563564,D. Carleton,Daylon Carleton,Carleton,Daylon,CF,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,44,140,445,38.0%,20.1%,79.9%,57.1%,46.7%,33.1%,49.7%,26.1%,29.8%,7.6%,3.18,9,76.6%,23.4%
1832,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,46,195,748,40.2%,28.6%,71.4%,58.0%,39.2%,32.2%,49.7%,20.3%,28.2%,11.5%,3.84,9,75.2%,24.8%
1833,1137355264,T. Neuer,Trenton Neuer,Neuer,Trenton,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,45,180,673,41.6%,22.9%,77.1%,58.3%,41.1%,36.1%,49.7%,17.3%,28.3%,9.5%,3.74,9,76.2%,23.8%
1834,1080320768,B. Drost,Brody Drost,Drost,Brody,RF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,44,140,544,40.3%,27.4%,72.6%,59.9%,38.4%,34.2%,49.7%,16.1%,32.9%,11.0%,3.89,8,78.8%,21.2%
1835,1304426498,E. Paulsen,Erik Paulsen,Paulsen,Erik,TWP,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,49,230,810,47.8%,12.9%,87.1%,60.2%,47.3%,39.8%,49.7%,22.2%,22.7%,6.2%,3.52,12,74.9%,25.1%
1836,1887725148,N. Colby,Nolan Colby,Colby,Nolan,2B,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,58,248,931,38.9%,30.7%,69.3%,57.9%,37.0%,32.3%,49.8%,15.2%,30.5%,11.9%,3.75,10,76.7%,23.3%
1837,1542417101,H. Ray,Hunter Ray,Ray,Hunter,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,40,143,534,38.2%,25.5%,74.5%,56.1%,37.7%,36.8%,49.8%,16.5%,28.1%,9.7%,3.73,9,75.0%,25.0%
1838,1848836452,N. Grawe,Nolan Grawe,Grawe,Nolan,3B,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,51,230,882,40.4%,18.0%,82.0%,60.3%,50.0%,32.0%,49.8%,21.9%,33.2%,7.3%,3.83,10,77.2%,22.8%
1839,1334320384,T. Castro,Tyler Castro,Castro,Tyler,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,46,188,735,32.7%,5.8%,94.2%,55.8%,57.5%,36.7%,49.8%,10.6%,34.3%,1.9%,3.91,8,75.5%,24.5%
1840,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,49,202,733,42.6%,33.0%,67.0%,61.2%,38.8%,28.2%,49.8%,23.4%,31.1%,14.1%,3.63,8,77.9%,22.1%
1841,1310870784,P. Steele,Preston Steele,Steele,Preston,3B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,53,211,786,44.7%,16.2%,83.8%,62.0%,43.0%,40.7%,49.8%,25.1%,30.5%,7.3%,3.73,9,79.4%,20.6%
1842,1339859835,L. Akers,Landon Akers,Akers,Landon,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,53,243,851,42.8%,9.6%,90.4%,64.7%,55.2%,35.2%,49.8%,22.1%,38.1%,4.1%,3.50,10,78.2%,21.8%
1843,1198474496,M. Hartman,Max Hartman,Hartman,Max,LF,Washington State University,WSU,4505,Washington State,BBC,L,R,41,194,672,50.6%,23.8%,76.2%,64.4%,42.1%,34.1%,49.8%,28.0%,27.8%,12.1%,3.46,11,80.0%,20.0%
1844,1152890880,D. ONeill,Dean O'Neill,ONeill,Dean,C,University of Maine,ME,730275840,Maine,BBC,R,R,47,214,726,49.0%,23.3%,76.7%,63.8%,43.8%,32.9%,49.9%,26.9%,28.9%,11.4%,3.39,8,77.5%,22.5%
1845,1304683776,J. Beverly,Jack Beverly,Beverly,Jack,3B,University of Massachusetts,MASS,5451,UMass,BBC,R,R,47,213,875,41.6%,26.9%,73.1%,59.2%,33.0%,40.1%,49.9%,18.7%,30.1%,11.2%,4.11,11,76.1%,23.9%
1846,1306865920,M. Thomas,Martavius Thomas,Thomas,Martavius,CF,Grambling State University,GRAM,5378,Grambling State,BBC,S,R,49,222,639,39.4%,22.2%,77.8%,56.5%,48.8%,29.0%,49.9%,20.2%,25.8%,8.8%,2.88,8,74.4%,25.6%
1847,1369787182,G. Arnold,Garrett Arnold,Arnold,Garrett,C,Ball State University,BALL,730195456,Ball State,BBC,R,R,49,182,665,44.7%,11.4%,88.6%,62.4%,47.8%,40.7%,49.9%,23.4%,31.8%,5.1%,3.65,10,79.4%,20.6%
1848,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,172,681,49.6%,31.4%,68.6%,63.3%,34.0%,34.6%,49.9%,24.1%,26.6%,15.6%,3.96,10,75.0%,25.0%
1849,1310888704,W. Cresswell,Will Cresswell,Cresswell,Will,C,Washington State University,WSU,4505,Washington State,BBC,R,R,43,184,687,44.0%,24.5%,75.5%,61.6%,41.7%,33.8%,49.9%,23.1%,31.4%,10.8%,3.73,10,76.7%,23.3%
1850,1142659072,J. Harris,James Harris,Harris,James,1B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,47,196,813,36.5%,20.9%,79.1%,58.7%,43.8%,35.4%,49.9%,14.9%,34.9%,7.6%,4.15,9,79.5%,20.5%
1851,1095700736,C. Worcester,Chris Worcester,Worcester,Chris,2B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,51,257,926,41.6%,15.8%,84.2%,59.8%,51.9%,32.2%,49.9%,17.5%,31.2%,6.6%,3.60,9,75.3%,24.7%
1852,1779361511,K. Collins,Kain Collins,Collins,Kain,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,231,931,40.4%,15.2%,84.8%,61.1%,40.4%,44.4%,49.9%,18.7%,34.8%,6.1%,4.03,10,78.9%,21.1%
1853,1314586953,S. McCulloch,Sean McCulloch,McCulloch,Sean,LF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,55,275,1070,39.9%,12.2%,87.8%,58.9%,43.3%,44.5%,49.9%,16.1%,31.1%,4.9%,3.89,9,76.9%,23.1%
1854,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,108,404,41.3%,32.9%,67.1%,62.1%,41.3%,25.7%,50.0%,22.4%,35.4%,13.6%,3.74,8,80.1%,19.9%
1854,1269593088,A. Cordeiro,Antonio Cordeiro,Cordeiro,Antonio,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,43,156,595,45.7%,26.1%,73.9%,62.3%,35.3%,38.6%,50.0%,22.2%,29.5%,11.9%,3.81,8,77.3%,22.7%
1854,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,46,154,622,41.0%,16.9%,83.1%,60.7%,40.0%,43.1%,50.0%,18.7%,33.3%,6.9%,4.04,9,79.0%,21.0%
1854,1306922752,M. OConor,Mike O'Conor,OConor,Mike,3B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,42,192,695,48.2%,24.2%,75.8%,62.6%,41.5%,34.3%,50.0%,22.7%,27.7%,11.7%,3.62,8,78.5%,21.5%
1854,1580046678,J. Gomez,Jonathan Gomez,Gomez,Jonathan,SS,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,53,240,823,32.6%,13.8%,86.2%,54.9%,56.0%,30.2%,50.0%,15.4%,32.3%,4.5%,3.43,10,74.0%,26.0%
1854,1581848523,G. Lakins,Gunner Lakins,Lakins,Gunner,RF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,151,364,40.7%,20.3%,79.7%,66.2%,60.1%,19.6%,50.0%,28.8%,28.6%,8.2%,2.41,6,76.3%,23.7%
1860,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,229,822,41.5%,13.2%,86.8%,58.9%,51.9%,34.9%,50.1%,17.9%,29.6%,5.5%,3.59,9,78.8%,21.2%
1861,1213027329,E. Willoughby,Ethan Willoughby,Willoughby,Ethan,3B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,50,212,767,45.4%,15.8%,84.2%,63.4%,44.8%,39.4%,50.1%,22.1%,32.7%,7.2%,3.62,9,77.5%,22.5%
1862,1202725120,L. Knight,Lawson Knight,Knight,Lawson,CF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,50,177,689,36.9%,11.4%,88.6%,60.8%,47.2%,41.3%,50.1%,16.5%,37.9%,4.2%,3.89,8,76.2%,23.8%
1863,1263953664,T. Peters,Tyler Peters,Peters,Tyler,LF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,45,155,615,43.7%,27.9%,72.1%,62.2%,36.4%,35.7%,50.1%,22.2%,32.0%,12.2%,3.97,9,78.7%,21.3%
1864,1310580992,D. Paris,Derek Paris,Paris,Derek,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,44,163,602,44.4%,14.6%,85.4%,63.9%,42.3%,43.1%,50.1%,23.2%,34.7%,6.5%,3.69,16,80.7%,19.3%
1865,1272690432,T. Lindwedel,Tony Lindwedel,Lindwedel,Tony,C,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,46,145,521,47.4%,29.1%,70.9%,65.2%,34.8%,36.0%,50.1%,29.1%,32.2%,13.8%,3.59,8,76.4%,23.6%
1866,1099807744,T. Schmalzle,TJ Schmalzle,Schmalzle,TJ,CF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,57,252,966,36.0%,16.7%,83.3%,55.7%,46.6%,36.8%,50.1%,14.2%,30.1%,6.0%,3.83,10,74.6%,25.4%
1867,1890491822,J. Campbell,Jay Campbell,Campbell,Jay,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,55,232,630,38.4%,13.2%,86.8%,57.5%,61.6%,25.2%,50.1%,17.5%,27.1%,5.1%,2.72,10,77.0%,23.0%
1868,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,244,986,41.2%,20.7%,79.3%,58.5%,41.4%,37.9%,50.2%,15.2%,29.4%,8.5%,4.04,8,75.4%,24.6%
1869,1463982062,C. Morris,Charles Morris,Morris,Charles,TWP,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,L,L,49,187,558,35.1%,13.3%,86.7%,55.2%,61.2%,25.5%,50.2%,13.3%,28.1%,4.7%,2.98,10,75.7%,24.3%
1870,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,48,181,625,45.0%,24.9%,75.1%,64.6%,41.6%,33.5%,50.2%,27.8%,35.8%,11.2%,3.45,8,81.0%,19.0%
1871,1157888329,J. McCoy,Jake McCoy,McCoy,Jake,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,53,205,671,61.7%,29.7%,70.3%,70.8%,33.8%,36.5%,50.2%,37.7%,22.9%,18.3%,3.27,10,76.1%,23.9%
1872,1976265199,J. Smith,Jackson Smith,Smith,Jackson,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,44,152,636,35.8%,21.1%,78.9%,55.9%,40.8%,38.2%,50.2%,15.2%,29.8%,7.5%,4.18,9,72.3%,27.7%
1873,1019713603,T. Koch,Tommy Koch,Koch,Tommy,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,41,153,523,42.1%,27.3%,72.7%,59.1%,43.2%,29.5%,50.2%,21.9%,28.6%,11.5%,3.42,9,77.8%,22.2%
1874,1233348096,G. Berkley,Garrison Berkley,Berkley,Garrison,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,55,252,914,43.7%,16.8%,83.2%,62.8%,45.6%,37.6%,50.2%,21.6%,33.9%,7.3%,3.63,10,81.1%,18.9%
